이름,ID/IP,타입,글,조회수,추천,리플,댓글,평균 조회수,조회수 편차율,평균 추천 수,추천 편차율,평균 리플 수,리플 편차율,가중값
ㅇㅇ,once7975,,9,355,0,1,0,39.44,-47.01,0.0,-100.0,0.11,-92.21,5.04
ㅇㅇ,thrill5833,,9,774,1,20,26,86.0,15.55,0.11,-90.16,2.22,57.21,9.72
후타리,margin9988,,9,495,0,43,28,55.0,-26.1,0.0,-100.0,4.78,238.51,10.08
ㅇㅇ,king6747,,9,569,3,0,0,63.22,-15.06,0.33,-70.49,0.0,-100.0,5.04
ㅇㅇ,rs41time,,9,857,2,37,17,95.22,27.94,0.22,-80.33,4.11,191.06,8.1
ㅇㅇ,dive4247,,9,4527,74,28,1,503.0,575.82,8.22,634.96,3.11,120.24,5.22
좃바금의오른팔,163.180,,9,675,17,6,11,75.0,0.77,1.89,68.99,0.67,-52.55,7.02
ㅇㅇ,bank4850,,9,690,2,34,93,76.67,3.01,0.22,-80.33,3.78,167.69,21.78
tor,attract9402,,9,477,34,1,0,53.0,-28.79,3.78,237.97,0.11,-92.21,5.04
ㅇㅇ,alright0755,,9,408,6,5,0,45.33,-39.1,0.67,-40.09,0.56,-60.34,5.04
화획쌍지,whisper2813,,9,739,35,19,1,82.11,10.32,3.89,247.81,2.11,49.42,5.22
ㅇㅇ,super7374,,9,599,0,19,1,66.56,-10.57,0.0,-100.0,2.11,49.42,5.22
윾붕,party9985,,9,669,7,31,23,74.33,-0.13,0.78,-30.26,3.44,143.61,9.18
의학,thai6709,,9,536,1,11,9,59.56,-19.98,0.11,-90.16,1.22,-13.6,6.66
예애(예아애미라는뜻),used4621,,9,454,28,0,0,50.44,-32.23,3.11,178.07,0.0,-100.0,5.04
ㅇㅇ,prompt0121,,9,391,0,2,48,43.44,-41.63,0.0,-100.0,0.22,-84.42,13.68
AustinReaves,redstar1234,,9,590,5,9,3,65.56,-11.91,0.56,-49.93,1.0,-29.18,5.58
ㅇㅇ,emperor9787,,8,225,3,7,0,28.12,-62.22,0.38,-66.02,0.88,-37.68,4.48
ㅇㅇ,211.40,,8,425,6,7,2,53.12,-28.63,0.75,-32.94,0.88,-37.68,4.84
ㅇㅇ,numeral4156,,8,761,1,17,10,95.12,27.8,0.12,-89.27,2.12,50.13,6.28
ㅇㅇ,218.151,,8,554,2,6,11,69.25,-6.96,0.25,-77.65,0.75,-46.89,6.46
네레팜,nerepalm72,,8,511,1,33,119,63.88,-14.17,0.12,-89.27,4.12,191.77,25.9
칼부기습,dolphin9254,,8,668,9,61,19,83.5,12.19,1.12,0.14,7.62,439.63,7.9
ㅇㅇ,alter5770,,8,371,1,15,7,46.38,-37.68,0.12,-89.27,1.88,33.14,5.74
ㅇㅇ,weight4448,,8,595,3,28,9,74.38,-0.06,0.38,-66.02,3.5,147.86,6.1
あいす,tide3552,,8,562,0,49,16,70.25,-5.61,0.0,-100.0,6.12,333.4,7.36
ㅇㅇ,korean3515,,8,298,0,0,1,37.25,-49.95,0.0,-100.0,0.0,-100.0,4.66
ㅇㅇ,poll3463,,8,536,5,3,5,67.0,-9.98,0.62,-44.57,0.38,-73.09,5.38
ㅇㅇ,210.117,,8,801,4,25,57,100.12,34.52,0.5,-55.29,3.12,120.95,14.74
hermoor,invade0036,,8,586,1,15,6,73.25,-1.58,0.12,-89.27,1.88,33.14,5.56
미류,pound5512,,8,913,0,43,734,114.12,53.33,0.0,-100.0,5.38,281.0,136.6
ㅇㅇ,128.134,,8,468,9,17,11,58.5,-21.4,1.12,0.14,2.12,50.13,6.46
ㅇㅇ,123.141,,8,574,3,16,12,71.75,-3.6,0.38,-66.02,2.0,41.63,6.64
ㅇㅇ,123.111,,8,464,6,3,23,58.0,-22.07,0.75,-32.94,0.38,-73.09,8.62
안달애미,115.88,,8,506,6,13,7,63.25,-15.02,0.75,-32.94,1.62,14.72,5.74
ㅇㅇ,bang0054,,8,523,0,26,16,65.38,-12.16,0.0,-100.0,3.25,130.16,7.36
블루프린트,forgot8007,,8,643,4,49,52,80.38,8.0,0.5,-55.29,6.12,333.4,13.84
ㅇㅇ,1.212,,8,281,1,6,3,35.12,-52.81,0.12,-89.27,0.75,-46.89,5.02
원야환상,wwqqrr12,,8,270,0,0,4,33.75,-54.65,0.0,-100.0,0.0,-100.0,5.2
국민대꼭간다,evidence0125,,8,697,15,20,4,87.12,17.05,1.88,68.09,2.5,77.04,5.2
강민철의인체분석,manual2193,,8,636,16,14,67,79.5,6.82,2.0,78.82,1.75,23.93,16.54
전설이지훈,shower5975,,8,564,1,32,12,70.5,-5.28,0.12,-89.27,4.0,183.27,6.64
스즈하,sd2741,,8,563,1,13,7,70.38,-5.44,0.12,-89.27,1.62,14.72,5.74
빡미뇽이,frame0038,,8,14186,151,707,2758,1773.25,2282.51,18.88,1588.08,88.38,6158.82,500.92
ㅇㅇ,118.128,,8,498,1,9,16,62.25,-16.36,0.12,-89.27,1.12,-20.68,7.36
ㅇㅇ,balance6889,,8,364,2,10,1,45.5,-38.87,0.25,-77.65,1.25,-11.48,4.66
ㅇㅇ,kwzcjv4gfwbk,,8,493,4,9,19,61.62,-17.21,0.5,-55.29,1.12,-20.68,7.9
ㅇㅇ,ocean0303,,8,533,0,25,11,66.62,-10.49,0.0,-100.0,3.12,120.95,6.46
ㅇㅇ,wash9581,,8,580,40,3,2,72.5,-2.59,5.0,347.06,0.38,-73.09,4.84
ㅇㅇ,211.223,,8,734,7,14,22,91.75,23.27,0.88,-21.32,1.75,23.93,8.44
ㅇㅇ,121.170,,8,5400,128,22,26,675.0,806.92,16.0,1330.58,2.75,94.75,9.16
ㅇㅇ,butcher5946,,8,331,6,3,6,41.38,-44.4,0.75,-32.94,0.38,-73.09,5.56
국민대꼭간다,monitor3154,,8,1008,63,13,0,126.0,69.29,7.88,604.56,1.62,14.72,4.48
ㅇㅇ,118.176,,8,418,1,11,6,52.25,-29.8,0.12,-89.27,1.38,-2.27,5.56
ㅇㅇ,activate0644,,8,667,3,11,30,83.38,12.03,0.38,-66.02,1.38,-2.27,9.88
ㅇㅇ,vivid7472,,8,500,15,16,29,62.5,-16.03,1.88,68.09,2.0,41.63,9.7
ㅇㅇ,211.247,,8,664,3,9,11,83.0,11.52,0.38,-66.02,1.12,-20.68,6.46
루카블카,logical0938,,8,402,1,3,5,50.25,-32.48,0.12,-89.27,0.38,-73.09,5.38
ㅇㅇ,stroke8756,,8,355,2,10,0,44.38,-40.37,0.25,-77.65,1.25,-11.48,4.48
조경태,upside2981,,8,487,0,18,16,60.88,-18.2,0.0,-100.0,2.25,59.34,7.36
ㅇㅇ,202.14,,8,6640,109,75,28,830.0,1015.18,13.62,1117.78,9.38,564.26,9.52
레에엥,attach7075,,8,552,7,35,40,69.0,-7.29,0.88,-21.32,4.38,210.18,11.68
ㅇㅇ,fill7136,,8,469,0,25,2,58.62,-21.24,0.0,-100.0,3.12,120.95,4.84
비탈,kimsangheon0,,8,1053,0,12,6,131.62,76.84,0.0,-100.0,1.5,6.23,5.56
ㅇㅇ,merchant1041,,8,641,2,16,23,80.12,7.65,0.25,-77.65,2.0,41.63,8.62
으휴,dull2436,,8,653,29,7,5,81.62,9.66,3.62,223.67,0.88,-37.68,5.38
ㅇㅇ,210.218,,8,932,19,16,4,116.5,56.53,2.38,112.8,2.0,41.63,5.2
ㅇㅇ,would6346,,8,593,0,10,6,74.12,-0.41,0.0,-100.0,1.25,-11.48,5.56
ㅇㅇ,useful7724,,8,709,0,22,15,88.62,19.07,0.0,-100.0,2.75,94.75,7.18
ㅇㅇ,relevant3374,,8,507,10,9,2,63.38,-14.84,1.25,11.76,1.12,-20.68,4.84
차이바오,built5306,,8,787,11,9,0,98.38,32.18,1.38,23.39,1.12,-20.68,4.48
ㅇㅇ,bass1430,,8,1085,1,21,5,135.62,82.22,0.12,-89.27,2.62,85.54,5.38
일군,illlllgun,,8,654,0,5,0,81.75,9.84,0.0,-100.0,0.62,-56.09,4.48
ㅇㅇ,golf9416,,8,365,11,0,0,45.62,-38.71,1.38,23.39,0.0,-100.0,4.48
소비예트,burn1035,,8,350,0,6,4,43.75,-41.22,0.0,-100.0,0.75,-46.89,5.2
ㅇㅇ,49.1,,8,561,1,16,21,70.12,-5.79,0.12,-89.27,2.0,41.63,8.26
ㅇㅇ,charm9649,,8,875,14,11,4,109.38,46.96,1.75,56.47,1.38,-2.27,5.2
ㅇㅇ,crown5170,,8,547,1,3,0,68.38,-8.13,0.12,-89.27,0.38,-73.09,4.48
ㅇㅇ,rainy0044,,8,707,1,9,3,88.38,18.75,0.12,-89.27,1.12,-20.68,5.02
ㅇㅇ,211.180,,8,8440,200,8,10,1055.0,1317.48,25.0,2135.28,1.0,-29.18,6.28
ㅇㅇ,destress1877,,8,757,13,23,4,94.62,27.13,1.62,44.85,2.88,103.95,5.2
Flamewall,tlrqufzhem6974,,8,495,1,2,7,61.88,-16.86,0.12,-89.27,0.25,-82.3,5.74
ㅇㅇ,210.97,,8,3064,74,16,9,383.0,414.59,9.25,727.05,2.0,41.63,6.1
ㅇㅇ,210.120,,8,519,8,16,7,64.88,-12.83,1.0,-10.59,2.0,41.63,5.74
ㅇㅇ,211.218,,8,434,8,2,13,54.25,-27.11,1.0,-10.59,0.25,-82.3,6.82
ㅇㅇ,surf7992,,8,632,14,21,1,79.0,6.14,1.75,56.47,2.62,85.54,4.66
칼날부리,online5445,,8,499,2,18,1,62.38,-16.19,0.25,-77.65,2.25,59.34,4.66
국민대꼭간다,bird9490,,8,687,10,11,67,85.88,15.39,1.25,11.76,1.38,-2.27,16.54
체샤,praise0141,,8,471,2,28,39,58.88,-20.89,0.25,-77.65,3.5,147.86,11.5
ㅇㅇ,emotion5431,,8,309,0,0,0,38.62,-48.11,0.0,-100.0,0.0,-100.0,4.48
ㅇㅇ,lwy006320,,8,585,1,27,20,73.12,-1.76,0.12,-89.27,3.38,139.36,8.08
레헬른,guard3654,,8,704,51,7,0,88.0,18.24,6.38,470.44,0.88,-37.68,4.48
황교안대통령,mother5305,,8,512,20,10,5,64.0,-14.01,2.5,123.53,1.25,-11.48,5.38
ㅇㅇ,studio8300,,8,545,0,14,23,68.12,-8.47,0.0,-100.0,1.75,23.93,8.62
ㅇㅇ,reduced2473,,8,925,2,12,16,115.62,55.35,0.25,-77.65,1.5,6.23,7.36
주이떤대꼭간다,chronic5197,,8,496,52,2,10,62.0,-16.7,6.5,481.17,0.25,-82.3,6.28
안달,fought4776,,8,431,16,0,1,53.88,-27.61,2.0,78.82,0.0,-100.0,4.66
ㅇㅇ,fall7561,,8,1236,1,22,5,154.5,107.58,0.12,-89.27,2.75,94.75,5.38
ㅇㅇ,buyer4834,,8,670,3,8,9,83.75,12.53,0.38,-66.02,1.0,-29.18,6.1
ㅇㅇ,nobody2874,,8,433,5,2,3,54.12,-27.29,0.62,-44.57,0.25,-82.3,5.02
ㅇㅇ,fair1325,,8,518,42,4,3,64.75,-13.0,5.25,369.41,0.5,-64.59,5.02
좃비금,summary5601,,8,390,2,2,0,48.75,-34.5,0.25,-77.65,0.25,-82.3,4.48
ㅇㅇ,dismiss1199,,8,611,17,23,57,76.38,2.62,2.12,89.55,2.88,103.95,14.74
초전도드래곤,68.235,,8,375,2,2,0,46.88,-37.01,0.25,-77.65,0.25,-82.3,4.48
OSAKA,anneb,,8,459,10,22,51,57.38,-22.91,1.25,11.76,2.75,94.75,13.66
Arinahashimoto,behalf3555,,8,460,1,13,5,57.5,-22.74,0.12,-89.27,1.62,14.72,5.38
2026.04전역,trust9366,,7,337,0,3,1,48.14,-35.32,0.0,-100.0,0.43,-69.55,4.1
노무현오더,provide5440,,7,314,1,5,2,44.86,-39.73,0.14,-87.48,0.71,-49.72,4.28
ㅇㅇ,lately0549,,7,504,0,5,3,72.0,-3.26,0.0,-100.0,0.71,-49.72,4.46
ㅇㅇ,113.10,,7,438,0,7,6,62.57,-15.93,0.0,-100.0,1.0,-29.18,5.0
ㅇㅇ,camel8976,,7,599,0,19,2,85.57,14.97,0.0,-100.0,2.71,91.91,4.28
잿빛머리에푸른눈동자와적당히이기적인성격,skddks,,7,405,0,27,32,57.86,-22.26,0.0,-100.0,3.86,173.35,9.68
ㅇㅇ,remark5462,,7,660,17,12,5,94.29,26.69,2.43,117.27,1.71,21.1,4.82
Aliantz,trade8918,,7,1147,1,13,66,163.86,120.16,0.14,-87.48,1.86,31.72,15.8
ㅇㅇ,180.226,,7,377,0,6,6,53.86,-27.63,0.0,-100.0,0.86,-39.1,5.0
ㅇㅇ,correct8246,,7,369,8,13,1,52.71,-29.18,1.14,1.93,1.86,31.72,4.1
ㅇㅇ,mass0926,,7,273,0,2,0,39.0,-47.6,0.0,-100.0,0.29,-79.46,3.92
ㅇㅇ,save5673,,7,534,15,8,0,76.29,2.5,2.14,91.34,1.14,-19.27,3.92
ㅇㅇ,modern4687,,7,533,0,20,8,76.14,2.3,0.0,-100.0,2.86,102.54,5.36
ㅇㅇ,120.142,,7,632,1,19,13,90.29,21.31,0.14,-87.48,2.71,91.91,6.26
ㅇㅇ,125.249,,7,335,18,3,6,47.86,-35.7,2.57,129.79,0.43,-69.55,5.0
고추잡채,teach3626,,7,523,0,11,1,74.71,0.38,0.0,-100.0,1.57,11.18,4.1
거북유방롤대남,sort5104,,7,625,9,18,19,89.29,19.97,1.29,15.34,2.57,82.0,7.34
ㅇㅇ,1.220,,7,7056,112,28,8,1008.0,1254.33,16.0,1330.58,4.0,183.27,5.36
청소기입니다,airplane5468,,7,1970,125,45,5,281.43,278.13,17.86,1496.89,6.43,355.35,4.82
ㅇㅇ,food0900,,7,214,0,2,5,30.57,-58.93,0.0,-100.0,0.29,-79.46,4.82
ㅇㅇ,133.106,,7,410,2,4,6,58.57,-21.31,0.29,-74.07,0.57,-59.63,5.0
ㅇㅇ,211.171,,7,394,11,11,27,56.29,-24.37,1.57,40.38,1.57,11.18,8.78
ㅇㅇ,lean8529,,7,1356,2,71,10424,193.71,160.27,0.29,-74.07,10.14,618.09,1880.24
코사인법칙,option7295,,7,337,1,5,0,48.14,-35.32,0.14,-87.48,0.71,-49.72,3.92
ㅇㅇ,consume2061,,7,455,9,4,10,65.0,-12.67,1.29,15.34,0.57,-59.63,5.72
ㅇㅇ,soul4494,,7,701,3,10,3,100.14,34.55,0.43,-61.55,1.43,1.27,4.46
레고요,trap2504,,7,293,0,13,0,41.86,-43.76,0.0,-100.0,1.86,31.72,3.92
ㅇㅇ,lunch2446,,7,405,0,12,11,57.86,-22.26,0.0,-100.0,1.71,21.1,5.9
ㅇㅇ,125.190,,7,302,2,4,23,43.14,-42.04,0.29,-74.07,0.57,-59.63,8.06
ㅇㅇ,qwer432101,,7,448,0,12,12,64.0,-14.01,0.0,-100.0,1.71,21.1,6.08
ㅇㅇ,125.186,,7,476,1,8,26,68.0,-8.64,0.14,-87.48,1.14,-19.27,8.6
포르마지오,purple2101,,7,513,0,13,8,73.29,-1.53,0.0,-100.0,1.86,31.72,5.36
이서연2,arabic8403,,7,1165,0,18,24,166.43,123.61,0.0,-100.0,2.57,82.0,8.24
ㅇㅇ,118.222,,7,2467,52,7,29,352.43,373.52,7.43,564.33,1.0,-29.18,9.14
ㅇㅇ,sleeve2699,,7,903,19,13,17,129.0,73.32,2.71,142.3,1.86,31.72,6.98
목록,detach5457,,7,312,4,6,4,44.57,-40.12,0.57,-49.04,0.86,-39.1,4.64
ㅇㅇ,opinion3323,,7,345,1,6,13,49.29,-33.77,0.14,-87.48,0.86,-39.1,6.26
쉬었음여초딩,wife0897,,7,473,0,33,14,67.57,-9.21,0.0,-100.0,4.71,233.55,6.44
ㅇㅇ,124.46,,7,1184,23,13,6,169.14,127.25,3.29,194.16,1.86,31.72,5.0
ㅇㅇ,122.39,,7,538,0,19,25,76.86,3.27,0.0,-100.0,2.71,91.91,8.42
낙성대26학번,lease3820,,7,548,10,11,55,78.29,5.19,1.43,27.86,1.57,11.18,13.82
레깃,revise8459,,7,314,0,3,11,44.86,-39.73,0.0,-100.0,0.43,-69.55,5.9
ㅇㅇ,1.177,,7,1204,32,8,8,172.0,131.1,4.57,308.61,1.14,-19.27,5.36
포르말린의바다,formalinmarin,,7,470,3,16,20,67.14,-9.79,0.43,-61.55,2.29,62.17,7.52
ㅇㅇ,124.57,,7,389,1,5,7,55.57,-25.34,0.14,-87.48,0.71,-49.72,5.18
ㅇㅇ,orbit5423,,7,442,0,0,0,63.14,-15.17,0.0,-100.0,0.0,-100.0,3.92
ㅇㅇ,unhappy6124,,7,318,2,7,71,45.43,-38.96,0.29,-74.07,1.0,-29.18,16.7
운복이,body9423,,7,488,2,48,21,69.71,-6.34,0.29,-74.07,6.86,385.81,7.7
ㅇㅇ,182.237,,7,543,7,11,3,77.57,4.22,1.0,-10.59,1.57,11.18,4.46
MugiDuck,code7333,,7,802,11,11,9,114.57,53.93,1.57,40.38,1.57,11.18,5.54
ㅇㅇ,perform5385,,7,594,0,8,6,84.86,14.02,0.0,-100.0,1.14,-19.27,5.0
ㅇㅇ,husband6992,,7,511,2,11,7,73.0,-1.92,0.29,-74.07,1.57,11.18,5.18
ㅇㅇ,eltlzhstkdyddyd,,7,536,5,16,3,76.57,2.88,0.71,-36.52,2.29,62.17,4.46
충북대꼭간다,dominant7706,,7,629,2,25,5,89.86,20.73,0.29,-74.07,3.57,152.82,4.82
시하준수,hsf3769,,7,480,0,12,0,68.57,-7.87,0.0,-100.0,1.71,21.1,3.92
카야잼,ultimate0956,,7,496,16,14,30,70.86,-4.79,2.29,104.75,2.0,41.63,9.32
6등급뒤집기,classic9862,,7,646,0,30,21,92.29,24.0,0.0,-100.0,4.29,203.81,7.7
ㅇㅇ,humanity9646,,7,441,17,9,5,63.0,-15.35,2.43,117.27,1.29,-8.65,4.82
ㅇㅇ,175.122,,7,699,39,4,2,99.86,34.17,5.57,398.02,0.57,-59.63,4.28
ㅇㅇ,surgery9283,,7,608,28,3,1,86.86,16.7,4.0,257.65,0.43,-69.55,4.1
ㅇㅇ,band1040,,7,417,12,8,4,59.57,-19.96,1.71,52.89,1.14,-19.27,4.64
ㅇㅇ,forbid5773,,7,379,0,5,0,54.14,-27.26,0.0,-100.0,0.71,-49.72,3.92
ㅇㅇ,dldpcks123,,7,967,10,38,19,138.14,85.6,1.43,27.86,5.43,284.54,7.34
딸기라떼,8gt4w82a9mex,,7,816,0,30,14,116.57,56.62,0.0,-100.0,4.29,203.81,6.44
문랜,raljeong,,7,671,4,8,5,95.86,28.8,0.57,-49.04,1.14,-19.27,4.82
카르마맞은사람,aside6910,,7,357,0,3,17,51.0,-31.48,0.0,-100.0,0.43,-69.55,6.98
후사노프에게_후장오픈,optimist5744,,7,563,28,7,15,80.43,8.06,4.0,257.65,1.0,-29.18,6.62
ㅇㅇ,whistle8542,,7,663,4,35,24,94.71,27.25,0.57,-49.04,5.0,254.09,8.24
감자탕,buffalo8587,,7,659,0,36,15,94.14,26.49,0.0,-100.0,5.14,264.0,6.62
ㅇㅇ,tulip7488,,7,903,4,10,1,129.0,73.32,0.57,-49.04,1.43,1.27,4.1
ㅇㅇ,coat5780,,7,429,3,3,17,61.29,-17.65,0.43,-61.55,0.43,-69.55,6.98
ㅇㅇ,106.245,,7,665,2,18,20,95.0,27.64,0.29,-74.07,2.57,82.0,7.52
ㅇㅇ,hurried8644,,7,484,7,9,1,69.14,-7.1,1.0,-10.59,1.29,-8.65,4.1
ㅇㅇ,teenager5503,,7,687,2,16,20,98.14,31.86,0.29,-74.07,2.29,62.17,7.52
ㅇㅇ,kiss7611,,7,595,5,16,0,85.0,14.2,0.71,-36.52,2.29,62.17,3.92
사이언스,dirt1978,,7,373,10,6,12,53.29,-28.4,1.43,27.86,0.86,-39.1,6.08
ㅇㅇ,free3821,,7,693,7,21,10,99.0,33.02,1.0,-10.59,3.0,112.45,5.72
국립중앙나팔관현악단,dare1316,,7,383,4,23,18,54.71,-26.49,0.57,-49.04,3.29,132.99,7.16
국립아이숑대학교,119.18,,7,355,4,1,1,50.71,-31.87,0.57,-49.04,0.14,-90.09,4.1
릿테,cynical0790,,7,411,4,28,15,58.71,-21.12,0.57,-49.04,4.0,183.27,6.62
란도셀애호가,symbol3011,,7,493,7,16,3,70.43,-5.37,1.0,-10.59,2.29,62.17,4.46
ㅇㅇ,220.149,,7,599,23,21,13,85.57,14.97,3.29,194.16,3.0,112.45,6.26
파워파워파워,chai12341735,,7,542,5,11,13,77.43,4.03,0.71,-36.52,1.57,11.18,6.26
저이야르,tedious1065,,7,364,4,1,2,52.0,-30.13,0.57,-49.04,0.14,-90.09,4.28
040511,rlabr4,,7,557,1,11,10,79.57,6.91,0.14,-87.48,1.57,11.18,5.72
부리부리몬,sore2861,,7,438,0,10,5,62.57,-15.93,0.0,-100.0,1.43,1.27,4.82
ㅇㅇ,propose3597,,7,527,0,9,3,75.29,1.16,0.0,-100.0,1.29,-8.65,4.46
ㅇㅇ,115.126,,7,429,5,4,15,61.29,-17.65,0.71,-36.52,0.57,-59.63,6.62
ㅇㅇ,fish4066,,7,530,0,5,1,75.71,1.72,0.0,-100.0,0.71,-49.72,4.1
ㅇㅇ,106.251,,7,577,21,10,2,82.43,10.75,3.0,168.23,1.43,1.27,4.28
ㅇㅇ,122.203,,7,489,19,6,11,69.86,-6.14,2.71,142.3,0.86,-39.1,5.9
하나이카다,position1117,,7,512,0,31,55,73.14,-1.73,0.0,-100.0,4.43,213.72,13.82
모두모여라,tnao3657,,7,420,4,3,0,60.0,-19.38,0.57,-49.04,0.43,-69.55,3.92
ㅇㅇ,explorer1717,,7,672,5,31,9,96.0,28.98,0.71,-36.52,4.43,213.72,5.54
국민대꼭간다,freeze6571,,7,558,72,1,0,79.71,7.1,10.29,820.04,0.14,-90.09,3.92
국민대꼭간다,powder2009,,7,414,47,5,2,59.14,-20.54,6.71,499.95,0.71,-49.72,4.28
hcm,product5651,,7,1188,45,11,83,169.71,128.02,6.43,474.91,1.57,11.18,18.86
헤라가너무쪼여엉엉슨,know4574,,7,428,10,10,5,61.14,-17.85,1.43,27.86,1.43,1.27,4.82
ㅇㅇ,210.207,,7,559,0,10,4,79.86,7.3,0.0,-100.0,1.43,1.27,4.64
ㅇㅇ,people2272,,7,580,0,4,0,82.86,11.33,0.0,-100.0,0.57,-59.63,3.92
ㅇㅇ,version3350,,7,560,14,5,0,80.0,7.49,2.0,78.82,0.71,-49.72,3.92
ㅇㅇ,desert5824,,7,426,0,4,0,60.86,-18.23,0.0,-100.0,0.57,-59.63,3.92
노베광고,punish7993,,7,326,10,1,2,46.57,-37.43,1.43,27.86,0.14,-90.09,4.28
ㅇㅇ,horn2140,,7,611,4,20,12,87.29,17.28,0.57,-49.04,2.86,102.54,6.08
ㅇㅇ,butcher8222,,7,357,0,1,6,51.0,-31.48,0.0,-100.0,0.14,-90.09,5.0
yeah2793,forgive5953,,7,459,27,0,5,65.57,-11.9,3.86,245.13,0.0,-100.0,4.82
ㅇㅇ,pope2923,,7,396,5,6,1,56.57,-23.99,0.71,-36.52,0.86,-39.1,4.1
아사나기_타비,tutor6967,,7,355,12,1,4,50.71,-31.87,1.71,52.89,0.14,-90.09,4.64
7타못해서,tiger6375,,7,989,38,5,3,141.29,89.84,5.43,385.5,0.71,-49.72,4.46
ㅇㅇ,spin7291,,6,213,0,0,33,35.5,-52.3,0.0,-100.0,0.0,-100.0,9.3
ㅇㅇ,flame6415,,6,280,0,3,7,46.67,-37.29,0.0,-100.0,0.5,-64.59,4.62
ㅇㅇ,hardly3988,,6,254,0,3,0,42.33,-43.13,0.0,-100.0,0.5,-64.59,3.36
ㅇㅇ,58.145,,6,309,0,12,8,51.5,-30.81,0.0,-100.0,2.0,41.63,4.8
ㅇㅇ,mature3285,,6,355,0,8,0,59.17,-20.5,0.0,-100.0,1.33,-5.81,3.36
한녀충,crop1420,,6,275,5,1,0,45.83,-38.42,0.83,-25.79,0.17,-87.96,3.36
ㅇㅇ,dnwjdgks1210,,6,253,2,4,3,42.17,-43.34,0.33,-70.49,0.67,-52.55,3.9
이기범,shift1442,,6,189,0,5,9,31.5,-57.68,0.0,-100.0,0.83,-41.22,4.98
최한규,hanger2861,,6,390,5,10,1,65.0,-12.67,0.83,-25.79,1.67,18.26,3.54
hungfan4,210.92,,6,327,16,6,5,54.5,-26.77,2.67,138.73,1.0,-29.18,4.26
페이트로국어공부,irritate1247,,6,381,6,4,4,63.5,-14.68,1.0,-10.59,0.67,-52.55,4.08
구은찬그는감히전설이라고할수있다,however4175,,6,530,17,20,2,88.33,18.68,2.83,153.03,3.33,135.82,3.72
말랑p,sjmoon0517,,6,20428,440,211,27,3404.67,4474.47,73.33,6456.53,35.17,2390.64,8.22
ㅇㅇ,allowed1413,,6,1525,8,4,2,254.17,241.5,1.33,18.92,0.67,-52.55,3.72
처녀강탈자,immune1063,,6,380,0,13,17,63.33,-14.91,0.0,-100.0,2.17,53.67,6.42
방인혁,escort9384,,6,858,8,65,36,143.0,92.13,1.33,18.92,10.83,666.95,9.84
ㅇㅇ,114.129,,6,350,1,8,6,58.33,-21.63,0.17,-84.8,1.33,-5.81,4.44
계속한밤중이면좋을텐데,zutomayomayo,,6,325,1,17,12,54.17,-27.22,0.17,-84.8,2.83,100.41,5.52
엔더드레곤,qualification,,6,2024,47,37,47,337.33,353.23,7.83,600.09,6.17,336.94,11.82
ㅇㅇ,climbing2017,,6,441,0,8,2,73.5,-1.25,0.0,-100.0,1.33,-5.81,3.72
ㅇㅇ,106.244,,6,404,1,13,11,67.33,-9.54,0.17,-84.8,2.17,53.67,5.34
ㅇㅇ,sample1990,,6,383,1,4,1,63.83,-14.24,0.17,-84.8,0.67,-52.55,3.54
ㅇㅇ,cure5003,,6,185,1,2,2,30.83,-58.58,0.17,-84.8,0.33,-76.63,3.72
ㅇㅇ,vidovic,,6,493,2,4,7,82.17,10.4,0.33,-70.49,0.67,-52.55,4.62
ㅇㅇ,113.192,,6,413,10,5,1,68.83,-7.52,1.67,49.32,0.83,-41.22,3.54
ㅇㅇ,110.35,,6,359,14,8,4,59.83,-19.61,2.33,108.33,1.33,-5.81,4.08
ㅇㅇ,203.252,,6,441,6,0,5,73.5,-1.25,1.0,-10.59,0.0,-100.0,4.26
모루핀,people2125,,6,415,1,14,15,69.17,-7.06,0.17,-84.8,2.33,65.0,6.06
ㅇㅇ,211.225,,6,935,38,6,7,155.83,109.37,6.33,465.97,1.0,-29.18,4.62
ㅇㅇ,doubt7599,,6,419,2,11,8,69.83,-6.18,0.33,-70.49,1.83,29.6,4.8
ㅇㅇ,ancient8860,,6,366,16,4,12,61.0,-18.04,2.67,138.73,0.67,-52.55,5.52
ㅇㅇ,36.39,,6,346,0,3,11,57.67,-22.52,0.0,-100.0,0.5,-64.59,5.34
02년생정시준비,sky72sky,,6,439,8,21,8,73.17,-1.69,1.33,18.92,3.5,147.86,4.8
SEΧ,estate6324,,6,354,7,1,2,59.0,-20.73,1.17,4.61,0.17,-87.96,3.72
신키치,modest0886,,6,382,0,9,3,63.67,-14.45,0.0,-100.0,1.5,6.23,3.9
ㅇㅇ,akrofdydrhslr,,6,400,5,5,0,66.67,-10.42,0.83,-25.79,0.83,-41.22,3.36
ㅇㅇ,cold1980,,6,334,2,5,2,55.67,-25.2,0.33,-70.49,0.83,-41.22,3.72
ㅇㅇ,family4835,,6,348,0,13,24,58.0,-22.07,0.0,-100.0,2.17,53.67,7.68
호시노짱,airport6555,,6,276,1,8,2,46.0,-38.2,0.17,-84.8,1.33,-5.81,3.72
COYS!,7aurmlsifyun,,6,312,0,12,8,52.0,-30.13,0.0,-100.0,2.0,41.63,4.8
ㅇㅇ,amount1274,,6,259,0,2,1,43.17,-42.0,0.0,-100.0,0.33,-76.63,3.54
