이름,ID/IP,타입,글,조회수,추천,리플,댓글,평균 조회수,조회수 편차율,평균 추천 수,추천 편차율,평균 리플 수,리플 편차율,가중값
ㅇㅇ(spend2674),spend2674,비고정,3,154,0,10,4,51.33,29.82,0.0,-100.0,3.33,180.87,2.4
ㅇㅇ(goat6877),goat6877,비고정,3,161,0,18,58,53.67,35.74,0.0,-100.0,6.0,406.07,12.12
ㅇㅇ(58.141),58.141,비회원,3,147,0,5,0,49.0,23.92,0.0,-100.0,1.67,40.86,1.68
고비(chill5841),chill5841,비고정,3,154,0,3,0,51.33,29.82,0.0,-100.0,1.0,-15.65,1.68
키노코,angry1111,고정,3,2477,54,636,249,825.67,1988.18,18.0,2288.29,212.0,17781.21,46.5
ㅇㅇ(123.98),123.98,비회원,3,369,1,34,11,123.0,211.08,0.33,-56.21,11.33,855.63,3.66
삼과기(clash2405),clash2405,비고정,3,192,0,4,1,64.0,61.86,0.0,-100.0,1.33,12.18,1.86
하무열,justin121810,고정,3,330,0,34,13,110.0,178.2,0.0,-100.0,11.33,855.63,4.02
ㅇㅇ(210.108),210.108,비회원,3,135,0,4,2,45.0,13.81,0.0,-100.0,1.33,12.18,2.04
ㅇㅇ(175.114),175.114,비회원,3,212,0,4,0,70.67,78.73,0.0,-100.0,1.33,12.18,1.68
ㅇㅇ(rossoner),rossoner,비고정,3,235,4,2,8,78.33,98.1,1.33,76.47,0.67,-43.49,3.12
ㅇㅇ(14.4),14.4,비회원,3,214,1,6,0,71.33,80.4,0.33,-56.21,2.0,68.69,1.68
테어슈테겐,dnaxlxl,고정,3,134,0,4,4,44.67,12.97,0.0,-100.0,1.33,12.18,2.4
ㅇㅇ(brace6673),brace6673,비고정,3,166,4,10,4,55.33,39.93,1.33,76.47,3.33,180.87,2.4
원야환상,wwqqrr12,고정,3,94,0,0,2,31.33,-20.76,0.0,-100.0,0.0,-100.0,2.04
ㅇㅇ(decay3126),decay3126,비고정,3,1941,65,12,0,647.0,1536.31,21.67,2775.24,4.0,237.38,1.68
ㅇㅇ(cliff4822),cliff4822,비고정,3,152,0,1,0,50.67,28.15,0.0,-100.0,0.33,-72.17,1.68
ㅇㅇ(116.40),116.40,비회원,3,1206,41,12,0,402.0,916.69,13.67,1713.78,4.0,237.38,1.68
ㅇㅇ(halt3695),halt3695,비고정,3,177,2,6,0,59.0,49.22,0.67,-11.1,2.0,68.69,1.68
아주대헌혈학과(period8192),period8192,비고정,3,162,1,10,5,54.0,36.57,0.33,-56.21,3.33,180.87,2.58
ㅇㅇ(211.227),211.227,비회원,3,182,0,2,0,60.67,53.44,0.0,-100.0,0.67,-43.49,1.68
ㅇㅇ(sample1990),sample1990,비고정,3,111,0,1,0,37.0,-6.42,0.0,-100.0,0.33,-72.17,1.68
ㅇㅇ(restroom4601),restroom4601,비고정,3,166,2,1,0,55.33,39.93,0.67,-11.1,0.33,-72.17,1.68
코토네.,grateful9324,고정,3,192,12,5,14,64.0,61.86,4.0,430.73,1.67,40.86,4.2
ㅇㅇ(112.147),112.147,비회원,3,185,9,4,13,61.67,55.97,3.0,298.05,1.33,12.18,4.02
ㅇㅇ(125.131),125.131,비회원,3,109,0,0,0,36.33,-8.12,0.0,-100.0,0.0,-100.0,1.68
ㅇㅇ(proceed9931),proceed9931,비고정,3,186,1,8,3,62.0,56.8,0.33,-56.21,2.67,125.2,2.22
ㅇㅇ(116.36),116.36,비회원,3,231,0,8,2,77.0,94.74,0.0,-100.0,2.67,125.2,2.04
ㅇㅇ(112.151),112.151,비회원,3,168,0,8,3,56.0,41.63,0.0,-100.0,2.67,125.2,2.22
리키샤(swing4861),swing4861,비고정,3,173,0,5,2,57.67,45.85,0.0,-100.0,1.67,40.86,2.04
읭구스종합병원(careful0692),careful0692,비고정,3,105,0,0,0,35.0,-11.48,0.0,-100.0,0.0,-100.0,1.68
S(218.235),218.235,비회원,3,145,0,2,0,48.33,22.23,0.0,-100.0,0.67,-43.49,1.68
ㅇㅇ(cellist0275),cellist0275,비고정,3,105,0,0,3,35.0,-11.48,0.0,-100.0,0.0,-100.0,2.22
ㅇㅇ(mass0926),mass0926,비고정,3,117,0,0,0,39.0,-1.37,0.0,-100.0,0.0,-100.0,1.68
ㅇㅇ(greed4307),greed4307,비고정,3,134,0,5,0,44.67,12.97,0.0,-100.0,1.67,40.86,1.68
ㅇㅇ(oen0c),oen0c,비고정,3,273,2,20,143,91.0,130.15,0.67,-11.1,6.67,462.58,27.42
이퀴(finish6210),finish6210,비고정,3,201,0,6,3,67.0,69.45,0.0,-100.0,2.0,68.69,2.22
ㅇㅇ(seat1818),seat1818,비고정,3,139,2,1,0,46.33,17.17,0.67,-11.1,0.33,-72.17,1.68
ㅇㅇ(always9018),always9018,비고정,3,124,3,0,0,41.33,4.53,1.0,32.68,0.0,-100.0,1.68
카쿠붕,rhyme8208,고정,3,135,0,1,1,45.0,13.81,0.0,-100.0,0.33,-72.17,1.86
화평(midnight7702),midnight7702,비고정,3,159,2,3,4,53.0,34.04,0.67,-11.1,1.0,-15.65,2.4
Tonite,mingwan989,고정,3,206,0,0,6,68.67,73.67,0.0,-100.0,0.0,-100.0,2.76
사쿠라바에마(salty0534),salty0534,비고정,3,160,0,1,0,53.33,34.88,0.0,-100.0,0.33,-72.17,1.68
사람새끼인가,rally3457,고정,3,129,0,1,0,43.0,8.75,0.0,-100.0,0.33,-72.17,1.68
ㅇㅇ(tenant2886),tenant2886,비고정,3,202,0,4,2,67.33,70.28,0.0,-100.0,1.33,12.18,2.04
Seup,surround8894,고정,3,125,0,0,1,41.67,5.39,0.0,-100.0,0.0,-100.0,1.86
ㅇㅇ(122.40),122.40,비회원,3,140,0,6,2,46.67,18.03,0.0,-100.0,2.0,68.69,2.04
ㅇㅇ(license0332),license0332,비고정,3,231,0,1,1,77.0,94.74,0.0,-100.0,0.33,-72.17,1.86
ㅇㅇ(noodle1020),noodle1020,비고정,3,97,0,0,2,32.33,-18.24,0.0,-100.0,0.0,-100.0,2.04
ㅇㅇ(112.166),112.166,비회원,3,137,0,2,0,45.67,15.5,0.0,-100.0,0.67,-43.49,1.68
ㅇㅇ(frowning2680),frowning2680,비고정,3,161,0,0,1,53.67,35.74,0.0,-100.0,0.0,-100.0,1.86
ㅇㅇ(112.184),112.184,비회원,3,361,0,9,10,120.33,204.32,0.0,-100.0,3.0,153.04,3.48
4수,ancestor0527,고정,3,225,0,7,8,75.0,89.68,0.0,-100.0,2.33,96.52,3.12
루카블카,logical0938,고정,3,110,0,3,0,36.67,-7.26,0.0,-100.0,1.0,-15.65,1.68
ㅇㅇ(123.199),123.199,비회원,3,130,0,2,1,43.33,9.58,0.0,-100.0,0.67,-43.49,1.86
ㅇㅇ(125.241),125.241,비회원,3,223,4,3,1,74.33,87.99,1.33,76.47,1.0,-15.65,1.86
ㅇㅇ(want2721),want2721,비고정,3,134,0,7,10,44.67,12.97,0.0,-100.0,2.33,96.52,3.48
ㅇㅇ(dead5087),dead5087,비고정,3,164,0,5,4,54.67,38.26,0.0,-100.0,1.67,40.86,2.4
좃바금(112.161),112.161,비회원,3,186,3,4,1,62.0,56.8,1.0,32.68,1.33,12.18,1.86
톡방테러드가자(shelter0709),shelter0709,비고정,3,98,1,0,0,32.67,-17.38,0.33,-56.21,0.0,-100.0,1.68
ㅇㅇ(agree1369),agree1369,비고정,2,81,2,2,0,40.5,2.43,1.0,32.68,1.0,-15.65,1.12
바깥은여름(smomo77),smomo77,비고정,2,41,0,0,0,20.5,-48.15,0.0,-100.0,0.0,-100.0,1.12
ㅇㅇ(christmaslucid),christmaslucid,비고정,2,65,0,10,194,32.5,-17.81,0.0,-100.0,5.0,321.73,36.04
ㅇㅇ(degrade1784),degrade1784,비고정,2,81,0,1,1,40.5,2.43,0.0,-100.0,0.5,-57.83,1.3
ㅇㅇ(bless3317),bless3317,비고정,2,53,2,9,274,26.5,-32.98,1.0,32.68,4.5,279.55,50.44
ㅇㅇ(vvq6zufjjr9u),vvq6zufjjr9u,비고정,2,66,0,3,0,33.0,-16.54,0.0,-100.0,1.5,26.52,1.12
ㅇㅇ(211.224),211.224,비회원,2,97,1,28,14,48.5,22.66,0.5,-33.66,14.0,1080.83,3.64
ㅇㅇ(210.104),210.104,비회원,2,84,0,4,12,42.0,6.22,0.0,-100.0,2.0,68.69,3.28
ㅇㅇ(lemon7913),lemon7913,비고정,2,47,0,0,1,23.5,-40.57,0.0,-100.0,0.0,-100.0,1.3
ㅇㅇ(122.37),122.37,비회원,2,88,0,7,0,44.0,11.28,0.0,-100.0,3.5,195.21,1.12
ㅇㅇ(125.246),125.246,비회원,2,84,0,1,0,42.0,6.22,0.0,-100.0,0.5,-57.83,1.12
ㅇㅇ(nice2877),nice2877,비고정,2,161,0,8,2,80.5,103.59,0.0,-100.0,4.0,237.38,1.48
ㅇㅇ(purple6605),purple6605,비고정,2,62,3,1,0,31.0,-21.6,1.5,99.02,0.5,-57.83,1.12
남미새척결(211.197),211.197,비회원,2,132,0,12,6,66.0,66.92,0.0,-100.0,6.0,406.07,2.2
ㅇㅇ(ground2079),ground2079,비고정,2,88,1,11,10,44.0,11.28,0.5,-33.66,5.5,363.9,2.92
ㅇㅇ(14.45),14.45,비회원,2,91,0,1,3,45.5,15.07,0.0,-100.0,0.5,-57.83,1.66
강미네(sunny9060),sunny9060,비고정,2,106,4,0,0,53.0,34.04,2.0,165.37,0.0,-100.0,1.12
ㅇㅇ(125.177),125.177,비회원,2,92,0,3,0,46.0,16.34,0.0,-100.0,1.5,26.52,1.12
ㅇㅇ(121.182),121.182,비회원,2,131,4,7,0,65.5,65.65,2.0,165.37,3.5,195.21,1.12
ㅇㅇ(121.88),121.88,비회원,2,88,0,2,1,44.0,11.28,0.0,-100.0,1.0,-15.65,1.3
ㅇㅇ(116.34),116.34,비회원,2,63,1,8,4,31.5,-20.33,0.5,-33.66,4.0,237.38,1.84
ㅇㅇ(obtain9446),obtain9446,비고정,2,49,0,0,0,24.5,-38.04,0.0,-100.0,0.0,-100.0,1.12
ㅇㅇ(1.247),1.247,비회원,2,79,0,4,2,39.5,-0.1,0.0,-100.0,2.0,68.69,1.48
ㅇㅇ(feather7167),feather7167,비고정,2,55,0,0,0,27.5,-30.45,0.0,-100.0,0.0,-100.0,1.12
ㅇㅇ(split9785),split9785,비고정,2,112,7,3,5,56.0,41.63,3.5,364.39,1.5,26.52,2.02
ㅇㅇ(14.48),14.48,비회원,2,149,6,6,0,74.5,88.42,3.0,298.05,3.0,153.04,1.12
ㅇㅇ(14.7),14.7,비회원,2,154,3,7,1,77.0,94.74,1.5,99.02,3.5,195.21,1.3
ㅇㅇ(lately0549),lately0549,비고정,2,118,0,3,2,59.0,49.22,0.0,-100.0,1.5,26.52,1.48
ㅇㅇ(211.206),211.206,비회원,2,150,6,6,1,75.0,89.68,3.0,298.05,3.0,153.04,1.3
ㅇㅇ(cooking0757),cooking0757,비고정,2,127,10,4,1,63.5,60.6,5.0,563.41,2.0,68.69,1.3
ㅇㅇ(112.155),112.155,비회원,2,67,1,0,2,33.5,-15.28,0.5,-33.66,0.0,-100.0,1.48
ㅇㅇ(guess7999),guess7999,비고정,2,82,2,6,5,41.0,3.69,1.0,32.68,3.0,153.04,2.02
ㅇㅇ(kasumisla),kasumisla,비고정,2,85,3,4,0,42.5,7.49,1.5,99.02,2.0,68.69,1.12
레헬른의검(activate9594),activate9594,비고정,2,107,2,0,1,53.5,35.31,1.0,32.68,0.0,-100.0,1.3
ㅇㅇ(210.204),210.204,비회원,2,98,0,4,2,49.0,23.92,0.0,-100.0,2.0,68.69,1.48
ㅇㅇ(shangustlqkf69),shangustlqkf69,비고정,2,130,0,1,0,65.0,64.39,0.0,-100.0,0.5,-57.83,1.12
ㅇㅇ(simsimddaboon),simsimddaboon,비고정,2,127,12,7,1,63.5,60.6,6.0,696.1,3.5,195.21,1.3
ㅇㅇ(210.101),210.101,비회원,2,85,0,4,0,42.5,7.49,0.0,-100.0,2.0,68.69,1.12
ㅇㅇ(163.152),163.152,비회원,2,104,1,10,5,52.0,31.51,0.5,-33.66,5.0,321.73,2.02
ㅇㅇ(211.38),211.38,비회원,2,87,0,2,0,43.5,10.01,0.0,-100.0,1.0,-15.65,1.12
ㅇㅇ(dnwjdgks1210),dnwjdgks1210,비고정,2,89,0,3,1,44.5,12.54,0.0,-100.0,1.5,26.52,1.3
ㅇㅇ(paradise1631),paradise1631,비고정,2,57,0,1,0,28.5,-27.92,0.0,-100.0,0.5,-57.83,1.12
물화생쥐,frame6515,고정,2,85,1,6,1,42.5,7.49,0.5,-33.66,3.0,153.04,1.3
뚜룽(pleased1917),pleased1917,비고정,2,62,1,3,22,31.0,-21.6,0.5,-33.66,1.5,26.52,5.08
ㅇㅇ(doll8027),doll8027,비고정,2,57,0,2,0,28.5,-27.92,0.0,-100.0,1.0,-15.65,1.12
햄스터들의두목,qwer1116,고정,2,104,0,12,7,52.0,31.51,0.0,-100.0,6.0,406.07,2.38
ㅇㅇ(210.91),210.91,비회원,2,57,0,0,3,28.5,-27.92,0.0,-100.0,0.0,-100.0,1.66
ㅇㅇ(artistic3668),artistic3668,비고정,2,82,0,0,2,41.0,3.69,0.0,-100.0,0.0,-100.0,1.48
ㅇㅇ(naplus2001),naplus2001,비고정,2,97,1,6,2,48.5,22.66,0.5,-33.66,3.0,153.04,1.48
ㅇㅇ(118.32),118.32,비회원,2,99,0,1,0,49.5,25.19,0.0,-100.0,0.5,-57.83,1.12
ㅇㅇ(1.232),1.232,비회원,2,112,1,2,0,56.0,41.63,0.5,-33.66,1.0,-15.65,1.12
ㅇㅇ(reliable0182),reliable0182,비고정,2,77,1,1,0,38.5,-2.63,0.5,-33.66,0.5,-57.83,1.12
ㅇㅇ(iron0710),iron0710,비고정,2,189,1,1,0,94.5,139.0,0.5,-33.66,0.5,-57.83,1.12
햄토리(girl2147),girl2147,비고정,2,132,2,17,9,66.0,66.92,1.0,32.68,8.5,616.94,2.74
ㅇㅇ(106.241),106.241,비회원,2,96,3,2,0,48.0,21.4,1.5,99.02,1.0,-15.65,1.12
ㅇㅇ(122.45),122.45,비회원,2,78,0,7,1,39.0,-1.37,0.0,-100.0,3.5,195.21,1.3
ㅇㅇ(36.38),36.38,비회원,2,94,0,2,0,47.0,18.87,0.0,-100.0,1.0,-15.65,1.12
ㅇㅇ(112.172),112.172,비회원,2,113,9,0,2,56.5,42.89,4.5,497.07,0.0,-100.0,1.48
ㅇㅇ(airplane2535),airplane2535,비고정,2,78,0,1,0,39.0,-1.37,0.0,-100.0,0.5,-57.83,1.12
ㅇㅇ(218.38),218.38,비회원,2,58,0,1,0,29.0,-26.66,0.0,-100.0,0.5,-57.83,1.12
통탄을금치못함!(anybody7152),anybody7152,비고정,2,80,0,3,1,40.0,1.16,0.0,-100.0,1.5,26.52,1.3
ㅇㅇ(1.220),1.220,비회원,2,67,0,8,3,33.5,-15.28,0.0,-100.0,4.0,237.38,1.66
ㅇㅇ(demon6836),demon6836,비고정,2,66,0,2,1,33.0,-16.54,0.0,-100.0,1.0,-15.65,1.3
아스트로피,loud7734,고정,2,146,0,4,2,73.0,84.62,0.0,-100.0,2.0,68.69,1.48
팜스퍼거(0nicx0v15kx9),0nicx0v15kx9,비고정,2,48,0,0,5,24.0,-39.3,0.0,-100.0,0.0,-100.0,2.02
ㅇㅇ(20tkfdla),20tkfdla,비고정,2,89,1,9,3,44.5,12.54,0.5,-33.66,4.5,279.55,1.66
즛토마요네즈(carrot5151),carrot5151,비고정,2,85,0,0,0,42.5,7.49,0.0,-100.0,0.0,-100.0,1.12
ㅇㅇ(220.125),220.125,비회원,2,101,2,2,8,50.5,27.72,1.0,32.68,1.0,-15.65,2.56
윤성빈(dart9766),dart9766,비고정,2,98,1,1,0,49.0,23.92,0.5,-33.66,0.5,-57.83,1.12
ㅇㅇ(113.59),113.59,비회원,2,114,0,0,0,57.0,44.16,0.0,-100.0,0.0,-100.0,1.12
ㅇㅇ(uniform2831),uniform2831,비고정,2,1351,47,9,0,675.5,1608.39,23.5,3018.05,4.5,279.55,1.12
ㅇㅁㄷㅇㄴ,polluted0401,고정,2,91,1,0,0,45.5,15.07,0.5,-33.66,0.0,-100.0,1.12
학고반수(former6833),former6833,비고정,2,110,0,11,34,55.0,39.1,0.0,-100.0,5.5,363.9,7.24
ㅇㅇ(county9814),county9814,비고정,2,138,3,3,1,69.0,74.51,1.5,99.02,1.5,26.52,1.3
ㅇㅇ(115.21),115.21,비회원,2,64,1,0,1,32.0,-19.07,0.5,-33.66,0.0,-100.0,1.3
ㅇㅇ(125.240),125.240,비회원,2,62,0,0,0,31.0,-21.6,0.0,-100.0,0.0,-100.0,1.12
비알트(alone1940),alone1940,비고정,2,57,0,0,0,28.5,-27.92,0.0,-100.0,0.0,-100.0,1.12
ㅇㅇ(sacred1811),sacred1811,비고정,2,166,0,0,0,83.0,109.91,0.0,-100.0,0.0,-100.0,1.12
노베강고 자아 4(118.38),118.38,비회원,2,71,3,0,0,35.5,-10.22,1.5,99.02,0.0,-100.0,1.12
노베강고 자아 2(118.38),118.38,비회원,2,64,2,0,0,32.0,-19.07,1.0,32.68,0.0,-100.0,1.12
노베강고 자아 1(118.38),118.38,비회원,2,82,4,0,0,41.0,3.69,2.0,165.37,0.0,-100.0,1.12
노베강고 자아 10(118.38),118.38,비회원,2,64,3,0,0,32.0,-19.07,1.5,99.02,0.0,-100.0,1.12
ㅇㅇ(delete4739),delete4739,비고정,2,76,0,1,3,38.0,-3.9,0.0,-100.0,0.5,-57.83,1.66
ㅇㅇ(210.205),210.205,비회원,2,116,0,1,0,58.0,46.69,0.0,-100.0,0.5,-57.83,1.12
ㅇㅇ(species5744),species5744,비고정,2,102,11,0,2,51.0,28.98,5.5,629.76,0.0,-100.0,1.48
Chise0713,transmit9066,고정,2,82,0,1,0,41.0,3.69,0.0,-100.0,0.5,-57.83,1.12
ㅇㅇ(211.201),211.201,비회원,2,2185,115,23,0,1092.5,2663.01,57.5,7529.27,11.5,869.97,1.12
ㅇㅇ(115.139),115.139,비회원,2,101,0,2,1,50.5,27.72,0.0,-100.0,1.0,-15.65,1.3
반등은온다(knit5151),knit5151,비고정,2,137,6,5,1,68.5,73.24,3.0,298.05,2.5,110.86,1.3
ㅇㅇ(noble5060),noble5060,비고정,2,107,3,0,0,53.5,35.31,1.5,99.02,0.0,-100.0,1.12
navi(verbal0266),verbal0266,비고정,2,144,1,3,3,72.0,82.09,0.5,-33.66,1.5,26.52,1.66
ㅇㅇ(lean8529),lean8529,비고정,2,166,1,23,30,83.0,109.91,0.5,-33.66,11.5,869.97,6.52
수학ㅎㅈ히(211.235),211.235,비회원,2,90,0,1,0,45.0,13.81,0.0,-100.0,0.5,-57.83,1.12
hoboken,colored2204,고정,2,125,0,7,50,62.5,58.07,0.0,-100.0,3.5,195.21,10.12
ㅇㅇ(203.249),203.249,비회원,2,74,0,3,1,37.0,-6.42,0.0,-100.0,1.5,26.52,1.3
ㅇㅇ(cater0277),cater0277,비고정,2,69,0,0,0,34.5,-12.75,0.0,-100.0,0.0,-100.0,1.12
ㅇㅇ(169.213),169.213,비회원,2,99,0,10,3,49.5,25.19,0.0,-100.0,5.0,321.73,1.66
ㅇㅇ(along1188),along1188,비고정,2,111,0,0,1,55.5,40.36,0.0,-100.0,0.0,-100.0,1.3
ㅇㅇ(exit5176),exit5176,비고정,2,78,0,3,1,39.0,-1.37,0.0,-100.0,1.5,26.52,1.3
감_,persimmon0602,고정,2,108,1,7,10,54.0,36.57,0.5,-33.66,3.5,195.21,2.92
ㅇㅇ(175.194),175.194,비회원,2,85,0,2,0,42.5,7.49,0.0,-100.0,1.0,-15.65,1.12
야스피릿(straight3129),straight3129,비고정,2,81,0,6,8,40.5,2.43,0.0,-100.0,3.0,153.04,2.56
ㅇㅇ(218.154),218.154,비회원,2,75,0,2,0,37.5,-5.16,0.0,-100.0,1.0,-15.65,1.12
ㅇㅇ(teenager4976),teenager4976,비고정,2,99,0,1,0,49.5,25.19,0.0,-100.0,0.5,-57.83,1.12
ㅇㅇ(finger7986),finger7986,비고정,2,91,0,0,0,45.5,15.07,0.0,-100.0,0.0,-100.0,1.12
ㅇㅇ(115.142),115.142,비회원,2,101,4,0,0,50.5,27.72,2.0,165.37,0.0,-100.0,1.12
ㅇㅇ(rear8252),rear8252,비고정,2,104,0,4,6,52.0,31.51,0.0,-100.0,2.0,68.69,2.2
ㅇㅇ(effect9774),effect9774,비고정,2,127,9,9,2,63.5,60.6,4.5,497.07,4.5,279.55,1.48
스테나이데,pose1487,고정,2,111,0,23,13,55.5,40.36,0.0,-100.0,11.5,869.97,3.46
ㅇㅇ(speech4717),speech4717,비고정,2,83,0,3,0,41.5,4.96,0.0,-100.0,1.5,26.52,1.12
ㅇㅇ(175.120),175.120,비회원,2,164,0,7,5,82.0,107.38,0.0,-100.0,3.5,195.21,2.02
G4eul,seasonal1817,고정,2,87,0,1,0,43.5,10.01,0.0,-100.0,0.5,-57.83,1.12
ㅇㅇ(220.116),220.116,비회원,2,136,0,0,0,68.0,71.98,0.0,-100.0,0.0,-100.0,1.12
람람람쥐,minute0681,고정,2,106,0,6,3,53.0,34.04,0.0,-100.0,3.0,153.04,1.66
ㅇㅇ(211.48),211.48,비회원,2,178,2,0,0,89.0,125.09,1.0,32.68,0.0,-100.0,1.12
ㅇㅇ(106.244),106.244,비회원,2,60,0,0,0,30.0,-24.13,0.0,-100.0,0.0,-100.0,1.12
한무당와인,banana8294,고정,2,116,0,19,4,58.0,46.69,0.0,-100.0,9.5,701.28,1.84
ㅇㅇ(helpful3076),helpful3076,비고정,2,125,10,2,0,62.5,58.07,5.0,563.41,1.0,-15.65,1.12
haruharu,z4q2xa62i12k,고정,2,77,0,4,2,38.5,-2.63,0.0,-100.0,2.0,68.69,1.48
ㅇㅇ(182.214),182.214,비회원,2,106,0,3,0,53.0,34.04,0.0,-100.0,1.5,26.52,1.12
김광현29(fable2937),fable2937,비고정,2,89,0,2,0,44.5,12.54,0.0,-100.0,1.0,-15.65,1.12
ㅇㅇ(14.36),14.36,비회원,2,105,4,2,0,52.5,32.78,2.0,165.37,1.0,-15.65,1.12
ㅇㅇ(anxious1657),anxious1657,비고정,2,98,0,7,1,49.0,23.92,0.0,-100.0,3.5,195.21,1.3
ㅇㅇ(account6334),account6334,비고정,2,72,0,0,1,36.0,-8.95,0.0,-100.0,0.0,-100.0,1.3
ㅇㅇ(leather7525),leather7525,비고정,2,111,1,11,2,55.5,40.36,0.5,-33.66,5.5,363.9,1.48
ㅇㅇ(tape9453),tape9453,비고정,2,134,7,6,0,67.0,69.45,3.5,364.39,3.0,153.04,1.12
건놈.(single4567),single4567,비고정,2,98,1,1,0,49.0,23.92,0.5,-33.66,0.5,-57.83,1.12
책슐랭,impact7540,고정,2,125,0,5,6,62.5,58.07,0.0,-100.0,2.5,110.86,2.2
ㅇㅇ(activate3300),activate3300,비고정,2,216,2,2,3,108.0,173.14,1.0,32.68,1.0,-15.65,1.66
빡갤비상대책위원회장(220.121),220.121,비회원,2,67,1,1,0,33.5,-15.28,0.5,-33.66,0.5,-57.83,1.12
해모파이날휘날리며(211.181),211.181,비회원,2,67,0,1,12,33.5,-15.28,0.0,-100.0,0.5,-57.83,3.28
청소기입니다(211.235),211.235,비회원,2,97,2,0,3,48.5,22.66,1.0,32.68,0.0,-100.0,1.66
ㅇㅇ(marry9670),marry9670,비고정,2,108,0,2,6,54.0,36.57,0.0,-100.0,1.0,-15.65,2.2
레헬른(211.235),211.235,비회원,2,131,11,0,0,65.5,65.65,5.5,629.76,0.0,-100.0,1.12
ㅇㅇ(116.33),116.33,비회원,2,117,1,3,0,58.5,47.95,0.5,-33.66,1.5,26.52,1.12
ㅇㅇ(float9921),float9921,비고정,2,76,3,0,0,38.0,-3.9,1.5,99.02,0.0,-100.0,1.12
ㅇㅇ(consume2061),consume2061,비고정,2,97,5,1,0,48.5,22.66,2.5,231.71,0.5,-57.83,1.12
ㅇㅇ(182.219),182.219,비회원,2,109,0,2,0,54.5,37.83,0.0,-100.0,1.0,-15.65,1.12
あいす,tide3552,고정,2,119,0,14,4,59.5,50.48,0.0,-100.0,7.0,490.42,1.84
♥♣♥섹♠스♥♣♥●♠♡♣♥♩♥★♥♠♥,rent6558,고정,2,92,2,0,0,46.0,16.34,1.0,32.68,0.0,-100.0,1.12
ㅇㅇ(tide8714),tide8714,비고정,2,107,7,1,0,53.5,35.31,3.5,364.39,0.5,-57.83,1.12
ㅇㅇ(14.5),14.5,비회원,2,127,3,4,1,63.5,60.6,1.5,99.02,2.0,68.69,1.3
ㅇㅇ(211.200),211.200,비회원,2,89,0,1,0,44.5,12.54,0.0,-100.0,0.5,-57.83,1.12
귤걈수,gang1691,고정,2,88,0,10,7,44.0,11.28,0.0,-100.0,5.0,321.73,2.38
정체씨,k21864279,고정,2,103,0,2,0,51.5,30.25,0.0,-100.0,1.0,-15.65,1.12
처인구,pss021104,고정,2,129,0,0,0,64.5,63.13,0.0,-100.0,0.0,-100.0,1.12
볼빵빵(annoy9558),annoy9558,비고정,2,85,0,0,0,42.5,7.49,0.0,-100.0,0.0,-100.0,1.12
pascal,cause4140,고정,2,109,3,2,0,54.5,37.83,1.5,99.02,1.0,-15.65,1.12
ㅇㅇ(113.192),113.192,비회원,2,91,1,1,0,45.5,15.07,0.5,-33.66,0.5,-57.83,1.12
7‰못해서,roof8449,고정,2,129,1,21,34,64.5,63.13,0.5,-33.66,10.5,785.63,7.24
ㅇㅇ(1.216),1.216,비회원,2,81,0,10,6,40.5,2.43,0.0,-100.0,5.0,321.73,2.2
ㅇㅇ(211.205),211.205,비회원,2,109,0,4,4,54.5,37.83,0.0,-100.0,2.0,68.69,1.84
ㅇㅇ(pause5710),pause5710,비고정,2,170,1,2,2,85.0,114.97,0.5,-33.66,1.0,-15.65,1.48
위대한엄준식(folk2607),folk2607,비고정,2,103,0,0,4,51.5,30.25,0.0,-100.0,0.0,-100.0,1.84
ㅇㅇ(athlete2481),athlete2481,비고정,2,128,1,3,1,64.0,61.86,0.5,-33.66,1.5,26.52,1.3
우짱(intent9618),intent9618,비고정,2,85,0,2,0,42.5,7.49,0.0,-100.0,1.0,-15.65,1.12
ㅇㅇ(soul4494),soul4494,비고정,2,155,0,1,0,77.5,96.0,0.0,-100.0,0.5,-57.83,1.12
ㅇㅇ(110.35),110.35,비회원,2,122,7,5,1,61.0,54.27,3.5,364.39,2.5,110.86,1.3
ㅇㅇ(14.37),14.37,비회원,2,79,13,0,0,39.5,-0.1,6.5,762.44,0.0,-100.0,1.12
ㅇㅇ(175.215),175.215,비회원,2,120,0,1,1,60.0,51.74,0.0,-100.0,0.5,-57.83,1.3
ㅇㅇ(aaple),aaple,비고정,2,121,4,1,1,60.5,53.01,2.0,165.37,0.5,-57.83,1.3
305,11223345k,고정,2,85,0,4,3,42.5,7.49,0.0,-100.0,2.0,68.69,1.66
ㅇㅇ(aktnxk17),aktnxk17,비고정,2,92,0,3,0,46.0,16.34,0.0,-100.0,1.5,26.52,1.12
ㅇㅇ(stage2895),stage2895,비고정,2,59,0,0,7,29.5,-25.39,0.0,-100.0,0.0,-100.0,2.38
ㅇㅇ(1.241),1.241,비회원,2,103,0,4,2,51.5,30.25,0.0,-100.0,2.0,68.69,1.48
SaibaMomoi,plastic1024,고정,2,83,4,2,2,41.5,4.96,2.0,165.37,1.0,-15.65,1.48
ㅇㅇ(121.183),121.183,비회원,2,68,0,0,0,34.0,-14.01,0.0,-100.0,0.0,-100.0,1.12
ㅋㅋ(page9286),page9286,비고정,2,112,0,3,1,56.0,41.63,0.0,-100.0,1.5,26.52,1.3
슴소휘,informal0450,고정,2,63,0,0,1,31.5,-20.33,0.0,-100.0,0.0,-100.0,1.3
